regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-04;45;85359;2553;7;37;2;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-05;45;85359;2564;11;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-06;45;85359;2582;18;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-07;45;85359;2582;0;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-08;46;85359;2582;0;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-09;46;85359;2599;17;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-10;46;85359;2616;17;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-11;46;85359;2628;12;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-12;46;85359;2637;9;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-13;46;85359;2640;3;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-14;46;85359;2656;16;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-15;47;85359;2656;0;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-16;47;85359;2682;26;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-17;47;85359;2696;14;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-18;47;85359;2715;19;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-19;47;85359;2720;5;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-20;47;85359;2744;24;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-21;47;85359;2748;4;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-22;48;85359;2749;1;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-23;48;85359;2760;11;37;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-24;48;85359;2805;45;39;2;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-25;48;85359;2835;30;41;2;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-26;48;85359;2839;4;41;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-27;48;85359;2839;0;41;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-28;48;85359;2898;59;41;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-29;49;85359;2899;1;41;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-11-30;49;85359;2992;93;41;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-01;49;85359;3014;22;42;1;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-02;49;85359;3027;13;43;1;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-03;49;85359;3058;31;43;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-04;49;85359;3078;20;43;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-05;49;85359;3090;12;43;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-06;50;85359;3090;0;43;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-07;50;85359;3189;99;43;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-08;50;85359;3241;52;45;2;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-09;50;85359;3261;20;45;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-10;50;85359;3298;37;45;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-11;50;85359;3283;-15;45;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-12;50;85359;3310;27;46;1;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-13;51;85359;3310;0;46;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-14;51;85359;3336;26;46;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-15;51;85359;3463;127;46;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-16;51;85359;3471;8;48;2;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-17;51;85359;3512;41;51;3;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-18;51;85359;3567;55;52;1;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-19;51;85359;3568;1;52;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-20;52;85359;3568;0;52;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-21;52;85359;3588;20;52;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-22;52;85359;3624;36;53;1;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-23;52;85359;3741;117;54;1;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-24;52;85359;3758;17;55;1;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-25;52;85359;3758;0;55;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-26;52;85359;3758;0;55;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-27;53;85359;3758;0;55;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-28;53;85359;3859;101;55;0;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-29;53;85359;3942;83;57;2;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-30;53;85359;3961;19;58;1;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2020-12-31;53;85359;4045;84;57;-1;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2021-01-01;53;85359;4061;16;58;1;;;0
Norte;RO;Cacoal;11;110004;11002;CAFE;2021-01-02;53;85359;4127;66;58;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-03-27;13;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-03-28;13;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-03-29;14;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-03-30;14;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-03-31;14;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-01;14;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-02;14;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-03;14;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-04;14;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-05;15;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-06;15;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-07;15;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-08;15;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-09;15;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-10;15;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-11;15;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-12;16;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-13;16;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-14;16;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-15;16;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-16;16;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-17;16;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-18;16;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-19;17;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-20;17;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-21;17;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-22;17;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-23;17;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-24;17;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-25;17;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-26;18;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-27;18;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-28;18;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-29;18;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-04-30;18;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-01;18;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-02;18;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-03;19;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-04;19;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-05;19;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-06;19;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-07;19;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-08;19;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-09;19;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-10;20;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-11;20;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-12;20;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-13;20;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-14;20;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-15;20;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-16;20;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-17;21;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-18;21;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-19;21;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-20;21;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-21;21;16323;0;0;0;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-22;21;16323;1;1;1;1;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-23;21;16323;1;0;1;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-24;22;16323;0;-1;0;-1;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-25;22;16323;1;1;1;1;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-26;22;16323;1;0;1;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-27;22;16323;1;0;1;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-28;22;16323;1;0;1;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-29;22;16323;2;1;1;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-30;22;16323;2;0;1;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-05-31;23;16323;3;1;1;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-01;23;16323;3;0;1;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-02;23;16323;4;1;2;1;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-03;23;16323;4;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-04;23;16323;5;1;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-05;23;16323;5;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-06;23;16323;6;1;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-07;24;16323;14;8;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-08;24;16323;14;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-09;24;16323;15;1;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-10;24;16323;15;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-11;24;16323;15;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-12;24;16323;15;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-13;24;16323;17;2;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-14;25;16323;15;-2;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-15;25;16323;15;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-16;25;16323;16;1;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-17;25;16323;18;2;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-18;25;16323;24;6;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-19;25;16323;24;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-20;25;16323;24;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-21;26;16323;25;1;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-22;26;16323;24;-1;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-23;26;16323;24;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-24;26;16323;26;2;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-25;26;16323;26;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-26;26;16323;29;3;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-27;26;16323;29;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-28;27;16323;30;1;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-29;27;16323;31;1;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-06-30;27;16323;32;1;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-01;27;16323;32;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-02;27;16323;32;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-03;27;16323;32;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-04;27;16323;35;3;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-05;28;16323;35;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-06;28;16323;35;0;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-07;28;16323;36;1;2;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-08;28;16323;37;1;3;1;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-09;28;16323;37;0;3;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-10;28;16323;38;1;3;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-11;28;16323;38;0;3;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-12;29;16323;43;5;3;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-13;29;16323;43;0;3;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-14;29;16323;46;3;3;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-15;29;16323;58;12;3;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-16;29;16323;58;0;4;1;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-17;29;16323;58;0;4;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-18;29;16323;58;0;4;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-19;30;16323;58;0;4;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-20;30;16323;58;0;4;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-21;30;16323;74;16;5;1;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-22;30;16323;77;3;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-23;30;16323;81;4;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-24;30;16323;84;3;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-25;30;16323;88;4;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-26;31;16323;90;2;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-27;31;16323;90;0;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-28;31;16323;94;4;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-29;31;16323;97;3;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-30;31;16323;100;3;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-07-31;31;16323;104;4;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-01;31;16323;104;0;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-02;32;16323;104;0;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-03;32;16323;114;10;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-04;32;16323;122;8;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-05;32;16323;123;1;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-06;32;16323;123;0;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-07;32;16323;135;12;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-08;32;16323;135;0;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-09;33;16323;135;0;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-10;33;16323;136;1;5;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-11;33;16323;140;4;6;1;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-12;33;16323;149;9;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-13;33;16323;149;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-14;33;16323;149;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-15;33;16323;150;1;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-16;34;16323;153;3;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-17;34;16323;156;3;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-18;34;16323;157;1;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-19;34;16323;163;6;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-20;34;16323;163;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-21;34;16323;175;12;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-22;34;16323;178;3;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-23;35;16323;183;5;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-24;35;16323;184;1;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-25;35;16323;186;2;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-26;35;16323;186;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-27;35;16323;187;1;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-28;35;16323;196;9;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-29;35;16323;196;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-30;36;16323;196;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-08-31;36;16323;203;7;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-01;36;16323;203;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-02;36;16323;203;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-03;36;16323;203;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-04;36;16323;208;5;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-05;36;16323;210;2;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-06;37;16323;214;4;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-07;37;16323;218;4;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-08;37;16323;217;-1;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-09;37;16323;217;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-10;37;16323;219;2;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-11;37;16323;220;1;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-12;37;16323;222;2;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-13;38;16323;223;1;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-14;38;16323;230;7;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-15;38;16323;237;7;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-16;38;16323;237;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-17;38;16323;238;1;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-18;38;16323;239;1;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-19;38;16323;241;2;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-20;39;16323;242;1;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-21;39;16323;245;3;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-22;39;16323;248;3;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-23;39;16323;248;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-24;39;16323;248;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-25;39;16323;252;4;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-26;39;16323;252;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-27;40;16323;256;4;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-28;40;16323;256;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-29;40;16323;259;3;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-09-30;40;16323;260;1;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-10-01;40;16323;260;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-10-02;40;16323;262;2;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-10-03;40;16323;262;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-10-04;41;16323;262;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-10-05;41;16323;264;2;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-10-06;41;16323;264;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-10-07;41;16323;264;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-10-08;41;16323;266;2;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-10-09;41;16323;266;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-10-10;41;16323;269;3;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-10-11;42;16323;269;0;6;0;;;0
Norte;RO;Cerejeiras;11;110005;11006;CONE SUL;2020-10-12;42;16323;269;0;6;0;;;0
